"fip","H.Clinton","B.Sanders","D.Trump","T.Cruz","M.Rubio","J.Kasich","state","winnerdem_votes","winnerrep_votes","winnerdem","winnerrep"
"48181","1940","1687","6136","8647","2817","739","TX",1940,8647,"H.Clinton","T.Cruz"
"48183","3411","906","4703","8363","2771","735","TX",3411,8363,"H.Clinton","T.Cruz"
"48185","583","201","1404","2207","432","85","TX",583,2207,"H.Clinton","T.Cruz"
"48187","3787","2061","5878","9283","3573","599","TX",3787,9283,"H.Clinton","T.Cruz"
"48189","312","176","920","2202","701","97","TX",312,2202,"H.Clinton","T.Cruz"
"48191","63","28","156","270","33","6","TX",63,270,"H.Clinton","T.Cruz"
"48193","118","84","698","1065","200","47","TX",118,1065,"H.Clinton","T.Cruz"
"48195","21","12","318","682","151","28","TX",21,682,"H.Clinton","T.Cruz"
"48197","71","88","223","290","68","15","TX",88,290,"B.Sanders","T.Cruz"
"48199","625","398","4005","6354","1049","241","TX",625,6354,"H.Clinton","T.Cruz"
"48201","156729","63246","79793","147721","63199","17504","TX",156729,147721,"H.Clinton","T.Cruz"
"48203","2043","528","3102","4995","1195","298","TX",2043,4995,"H.Clinton","T.Cruz"
"48205","29","19","247","577","146","41","TX",29,577,"H.Clinton","T.Cruz"
"48207","159","93","209","409","82","17","TX",159,409,"H.Clinton","T.Cruz"
"48209","6625","7311","4974","8254","4337","977","TX",7311,8254,"B.Sanders","T.Cruz"
"48211","15","8","349","526","182","48","TX",15,526,"H.Clinton","T.Cruz"
"48213","1593","598","4655","7027","1800","412","TX",1593,7027,"H.Clinton","T.Cruz"
"48215","40276","15894","5521","7098","4153","412","TX",40276,7098,"H.Clinton","T.Cruz"
"48217","718","297","2900","4003","925","205","TX",718,4003,"H.Clinton","T.Cruz"
"48219","183","116","1017","2073","525","80","TX",183,2073,"H.Clinton","T.Cruz"
"48221","928","527","4511","5948","2089","471","TX",928,5948,"H.Clinton","T.Cruz"
"48223","628","298","2069","3213","848","154","TX",628,3213,"H.Clinton","T.Cruz"
"48225","464","101","1473","2137","381","84","TX",464,2137,"H.Clinton","T.Cruz"
"48227","350","191","1084","1822","477","65","TX",350,1822,"H.Clinton","T.Cruz"
"48229","147","97","76","71","26","0","TX",147,76,"H.Clinton","D.Trump"
"48231","1328","847","4203","7249","1650","352","TX",1328,7249,"H.Clinton","T.Cruz"
"48233","153","103","1413","2418","499","91","TX",153,2418,"H.Clinton","T.Cruz"
"48235","28","14","91","228","58","7","TX",28,228,"H.Clinton","T.Cruz"
"48237","87","46","644","943","176","18","TX",87,943,"H.Clinton","T.Cruz"
"48239","266","94","795","1427","312","48","TX",266,1427,"H.Clinton","T.Cruz"
"48241","932","270","2059","3026","428","97","TX",932,3026,"H.Clinton","T.Cruz"
"48243","140","132","144","230","74","12","TX",140,230,"H.Clinton","T.Cruz"
"48245","16580","4440","5969","9143","2342","493","TX",16580,9143,"H.Clinton","T.Cruz"
"48247","1421","356","15","20","6","0","TX",1421,20,"H.Clinton","T.Cruz"
"48249","4688","1436","738","868","297","44","TX",4688,868,"H.Clinton","T.Cruz"
"48251","2270","1565","7265","12070","3098","476","TX",2270,12070,"H.Clinton","T.Cruz"
"48253","173","94","963","1638","314","92","TX",173,1638,"H.Clinton","T.Cruz"
"48255","719","476","348","647","134","16","TX",719,647,"H.Clinton","T.Cruz"
"48257","2229","946","5507","8027","2159","392","TX",2229,8027,"H.Clinton","T.Cruz"
"48259","641","491","2506","4378","1840","411","TX",641,4378,"H.Clinton","T.Cruz"
"48261","63","32","2","8","5","1","TX",63,8,"H.Clinton","T.Cruz"
"48263","22","28","73","117","16","2","TX",28,117,"B.Sanders","T.Cruz"
"48265","1016","707","3563","4846","2310","571","TX",1016,4846,"H.Clinton","T.Cruz"
"48267","29","34","400","456","155","24","TX",34,456,"B.Sanders","T.Cruz"
"48269","2","1","39","43","5","5","TX",2,43,"H.Clinton","T.Cruz"
"48271","211","107","189","202","72","5","TX",211,202,"H.Clinton","T.Cruz"
"48273","1738","630","609","996","410","79","TX",1738,996,"H.Clinton","T.Cruz"
"48275","68","17","198","347","78","18","TX",68,347,"H.Clinton","T.Cruz"
"48283","557","156","115","126","47","1","TX",557,126,"H.Clinton","T.Cruz"
"48277","923","388","3287","4096","1319","280","TX",923,4096,"H.Clinton","T.Cruz"
"48279","172","87","612","1121","368","40","TX",172,1121,"H.Clinton","T.Cruz"
"48281","324","205","1245","1705","461","126","TX",324,1705,"H.Clinton","T.Cruz"
"48285","322","137","1216","2196","369","84","TX",322,2196,"H.Clinton","T.Cruz"
"48287","366","179","1143","1462","339","82","TX",366,1462,"H.Clinton","T.Cruz"
"48289","289","89","1256","1921","277","62","TX",289,1921,"H.Clinton","T.Cruz"
"48291","1041","378","4136","5805","810","153","TX",1041,5805,"H.Clinton","T.Cruz"
"48293","592","144","1273","1638","347","70","TX",592,1638,"H.Clinton","T.Cruz"
"48295","22","11","287","515","97","19","TX",22,515,"H.Clinton","T.Cruz"
"48297","203","72","679","1081","216","44","TX",203,1081,"H.Clinton","T.Cruz"
"48299","512","267","1997","2161","1041","249","TX",512,2161,"H.Clinton","T.Cruz"
"48301","3","5","7","14","7","0","TX",5,14,"B.Sanders","T.Cruz"
"48303","5767","4112","9463","19163","7616","1488","TX",5767,19163,"H.Clinton","T.Cruz"
"48305","14","10","294","678","182","28","TX",14,678,"H.Clinton","T.Cruz"
"48313","227","69","671","1047","194","39","TX",227,1047,"H.Clinton","T.Cruz"
"48315","421","123","694","714","147","29","TX",421,714,"H.Clinton","T.Cruz"
"48317","36","17","205","518","133","11","TX",36,518,"H.Clinton","T.Cruz"
"48319","89","50","320","677","152","42","TX",89,677,"H.Clinton","T.Cruz"
"48321","1088","344","1470","2109","514","81","TX",1088,2109,"H.Clinton","T.Cruz"
"48323","4342","1508","143","171","88","3","TX",4342,171,"H.Clinton","T.Cruz"
"48307","93","43","662","906","257","49","TX",93,906,"H.Clinton","T.Cruz"
"48309","5531","2633","7669","14285","4710","1597","TX",5531,14285,"H.Clinton","T.Cruz"
"48311","4","1","157","172","44","7","TX",4,172,"H.Clinton","T.Cruz"
"48325","1070","435","2203","3632","1001","149","TX",1070,3632,"H.Clinton","T.Cruz"
"48327","23","16","211","226","70","20","TX",23,226,"H.Clinton","T.Cruz"
"48329","1551","852","4561","10474","3438","597","TX",1551,10474,"H.Clinton","T.Cruz"
"48331","577","252","1370","1885","421","103","TX",577,1885,"H.Clinton","T.Cruz"
"48333","50","41","444","633","138","40","TX",50,633,"H.Clinton","T.Cruz"
"48335","109","31","344","625","124","32","TX",109,625,"H.Clinton","T.Cruz"
"48337","153","122","1610","2163","459","89","TX",153,2163,"H.Clinton","T.Cruz"
"48339","7540","5040","24150","43797","13398","3574","TX",7540,43797,"H.Clinton","T.Cruz"
"48341","149","81","593","1282","267","40","TX",149,1282,"H.Clinton","T.Cruz"
"48343","461","144","508","695","182","26","TX",461,695,"H.Clinton","T.Cruz"
"48345","13","6","137","239","42","9","TX",13,239,"H.Clinton","T.Cruz"
"48347","1597","827","2311","5229","1298","325","TX",1597,5229,"H.Clinton","T.Cruz"
"48349","955","333","2407","3372","1009","208","TX",955,3372,"H.Clinton","T.Cruz"
"48351","605","529","692","863","107","20","TX",605,863,"H.Clinton","T.Cruz"
"48353","270","122","826","1361","412","97","TX",270,1361,"H.Clinton","T.Cruz"
"48355","15662","6172","8475","11072","5070","1504","TX",15662,11072,"H.Clinton","T.Cruz"
"48357","35","29","429","928","238","37","TX",35,928,"H.Clinton","T.Cruz"
"48359","11","4","119","317","59","16","TX",11,317,"H.Clinton","T.Cruz"
"48361","1852","816","5135","7478","1407","321","TX",1852,7478,"H.Clinton","T.Cruz"
"48363","361","230","1935","2813","674","135","TX",361,2813,"H.Clinton","T.Cruz"
"48365","559","130","1656","2756","435","103","TX",559,2756,"H.Clinton","T.Cruz"
"48367","1800","1474","7944","12883","3495","597","TX",1800,12883,"H.Clinton","T.Cruz"
"48369","82","26","218","728","145","24","TX",82,728,"H.Clinton","T.Cruz"
"48371","816","488","378","580","169","13","TX",816,580,"H.Clinton","T.Cruz"
"48373","859","322","2756","3272","844","188","TX",859,3272,"H.Clinton","T.Cruz"
"48375","1490","1091","2764","5400","1502","354","TX",1490,5400,"H.Clinton","T.Cruz"
"48377","776","447","32","38","18","1","TX",776,38,"H.Clinton","T.Cruz"
"48379","173","89","728","1105","245","42","TX",173,1105,"H.Clinton","T.Cruz"
"48381","1586","1479","5389","12593","3677","789","TX",1586,12593,"H.Clinton","T.Cruz"
"48383","12","7","192","360","107","15","TX",12,360,"H.Clinton","T.Cruz"
"48385","28","23","484","562","183","32","TX",28,562,"H.Clinton","T.Cruz"
"48387","377","87","933","1048","207","33","TX",377,1048,"H.Clinton","T.Cruz"
"48389","1128","563","36","51","16","3","TX",1128,51,"H.Clinton","T.Cruz"
"48391","549","253","329","438","113","15","TX",549,438,"H.Clinton","T.Cruz"
"48393","3","2","115","196","33","10","TX",3,196,"H.Clinton","T.Cruz"
"48395","893","289","743","1397","227","68","TX",893,1397,"H.Clinton","T.Cruz"
"48397","1722","1038","4766","7202","3229","768","TX",1722,7202,"H.Clinton","T.Cruz"
"48399","80","55","722","1132","243","58","TX",80,1132,"H.Clinton","T.Cruz"
"48401","1114","276","2551","4884","864","225","TX",1114,4884,"H.Clinton","T.Cruz"
"48403","192","82","1215","1147","228","55","TX",192,1215,"H.Clinton","D.Trump"
"48405","366","62","803","916","138","30","TX",366,916,"H.Clinton","T.Cruz"
"48407","561","193","1586","2333","376","87","TX",561,2333,"H.Clinton","T.Cruz"
"48409","2633","849","2242","3047","1027","257","TX",2633,3047,"H.Clinton","T.Cruz"
"48411","58","27","430","707","139","35","TX",58,707,"H.Clinton","T.Cruz"
"48413","58","24","120","266","64","12","TX",58,266,"H.Clinton","T.Cruz"
"48415","154","85","777","1265","387","74","TX",154,1265,"H.Clinton","T.Cruz"
"48417","15","14","363","560","97","25","TX",15,560,"H.Clinton","T.Cruz"
"48419","346","90","1520","2436","356","97","TX",346,2436,"H.Clinton","T.Cruz"
"48421","19","8","123","284","58","8","TX",19,284,"H.Clinton","T.Cruz"
"48423","5752","1984","8205","21804","5692","1310","TX",5752,21804,"H.Clinton","T.Cruz"
"48425","66","63","700","1206","315","53","TX",66,1206,"H.Clinton","T.Cruz"
"48427","6918","1631","29","61","26","2","TX",6918,61,"H.Clinton","T.Cruz"
"48429","45","35","957","1079","232","56","TX",45,1079,"H.Clinton","T.Cruz"
"48431","5","4","112","163","64","6","TX",5,163,"H.Clinton","T.Cruz"
"48433","59","36","87","141","27","6","TX",59,141,"H.Clinton","T.Cruz"
"48435","27","10","250","379","159","36","TX",27,379,"H.Clinton","T.Cruz"
"48437","141","78","230","442","97","21","TX",141,442,"H.Clinton","T.Cruz"
"48439","67590","35507","56023","88867","43689","9718","TX",67590,88867,"H.Clinton","T.Cruz"
"48441","1789","1421","5081","10160","3810","885","TX",1789,10160,"H.Clinton","T.Cruz"
"48443","67","64","49","42","13","1","TX",67,49,"H.Clinton","D.Trump"
"48445","141","83","468","879","241","36","TX",141,879,"H.Clinton","T.Cruz"
"48447","26","16","129","188","51","13","TX",26,188,"H.Clinton","T.Cruz"
"48449","475","175","1339","1890","525","114","TX",475,1890,"H.Clinton","T.Cruz"
"48451","1650","1234","4192","7231","2875","668","TX",1650,7231,"H.Clinton","T.Cruz"
"48453","69314","73889","21469","25757","24815","7239","TX",73889,25757,"B.Sanders","T.Cruz"
"48455","333","117","1393","1435","324","67","TX",333,1435,"H.Clinton","T.Cruz"
"48457","453","139","1537","2032","346","90","TX",453,2032,"H.Clinton","T.Cruz"
"48459","725","269","2426","4358","727","163","TX",725,4358,"H.Clinton","T.Cruz"
"48461","91","45","171","290","108","10","TX",91,290,"H.Clinton","T.Cruz"
"48463","1740","762","672","1027","304","42","TX",1740,1027,"H.Clinton","T.Cruz"
"48465","1777","768","798","916","545","73","TX",1777,916,"H.Clinton","T.Cruz"
"48467","722","377","3504","5954","1205","240","TX",722,5954,"H.Clinton","T.Cruz"
"48469","2205","1118","3427","5750","1773","349","TX",2205,5750,"H.Clinton","T.Cruz"
"48471","1290","788","2467","3892","1201","259","TX",1290,3892,"H.Clinton","T.Cruz"
"48473","1221","557","1675","3391","542","95","TX",1221,3391,"H.Clinton","T.Cruz"
"48475","306","147","383","742","166","26","TX",306,742,"H.Clinton","T.Cruz"
"48477","781","275","1566","3534","943","195","TX",781,3534,"H.Clinton","T.Cruz"
"48479","18559","6177","1427","1155","1163","61","TX",18559,1427,"H.Clinton","D.Trump"
"48481","960","223","1959","3229","816","154","TX",960,3229,"H.Clinton","T.Cruz"
"48483","37","23","526","781","141","44","TX",37,781,"H.Clinton","T.Cruz"
"48485","1958","1544","4183","7008","2659","498","TX",1958,7008,"H.Clinton","T.Cruz"
"48487","136","75","729","923","332","78","TX",136,923,"H.Clinton","T.Cruz"
"48489","2072","657","121","122","67","6","TX",2072,122,"H.Clinton","T.Cruz"
"48491","16374","14501","17318","23880","14716","3809","TX",16374,23880,"H.Clinton","T.Cruz"
"48493","1280","481","2385","4273","999","159","TX",1280,4273,"H.Clinton","T.Cruz"
"48495","30","11","403","474","167","9","TX",30,474,"H.Clinton","T.Cruz"
"48497","750","557","3486","5513","1146","192","TX",750,5513,"H.Clinton","T.Cruz"
"48499","660","284","3372","5235","1246","275","TX",660,5235,"H.Clinton","T.Cruz"
"48501","9","10","402","685","223","24","TX",10,685,"B.Sanders","T.Cruz"
"48503","198","131","1254","1945","516","120","TX",198,1945,"H.Clinton","T.Cruz"
"48505","1969","685","34","32","11","0","TX",1969,34,"H.Clinton","D.Trump"
"48507","1557","373","0","0","0","0","TX",1557,0,"H.Clinton","D.Trump"
"50001","1111","7733","1103","470","751","1144","VT",7733,1144,"B.Sanders","J.Kasich"
"50003","1255","5651","1410","405","624","728","VT",5651,1410,"B.Sanders","D.Trump"
"50005","527","4596","948","312","649","910","VT",4596,948,"B.Sanders","D.Trump"
"50007","5686","32231","3716","1487","2964","4945","VT",32231,4945,"B.Sanders","J.Kasich"
"50009","141","888","375","75","150","195","VT",888,375,"B.Sanders","D.Trump"
"50011","777","6746","1681","488","908","1175","VT",6746,1681,"B.Sanders","D.Trump"
"50013","233","1529","372","100","153","290","VT",1529,372,"B.Sanders","D.Trump"
"50015","574","4471","584","153","435","725","VT",4471,725,"B.Sanders","J.Kasich"
"50017","646","5402","922","272","449","779","VT",5402,922,"B.Sanders","D.Trump"
"50019","472","3539","936","206","514","695","VT",3539,936,"B.Sanders","D.Trump"
"50021","1584","9350","3028","648","1478","2452","VT",9350,3028,"B.Sanders","D.Trump"
"50023","1719","12302","1615","480","1114","1922","VT",12302,1922,"B.Sanders","J.Kasich"
"50025","1416","10086","1274","314","617","843","VT",10086,1274,"B.Sanders","D.Trump"
"50027","2194","11339","2004","519","972","1740","VT",11339,2004,"B.Sanders","D.Trump"
"51001","1789","682","2068","685","905","210","VA",1789,2068,"H.Clinton","D.Trump"
"51003","8284","6838","3661","2540","5518","2306","VA",8284,5518,"H.Clinton","M.Rubio"
"51510","16281","7008","2546","1036","6338","3152","VA",16281,6338,"H.Clinton","M.Rubio"
"51005","433","246","742","244","379","68","VA",433,742,"H.Clinton","D.Trump"
"51007","671","179","1055","470","456","56","VA",671,1055,"H.Clinton","D.Trump"
"51009","1044","546","1777","1202","875","152","VA",1044,1777,"H.Clinton","D.Trump"
"51011","448","215","1033","625","436","82","VA",448,1033,"H.Clinton","D.Trump"
"51013","25561","12541","3698","1734","10944","4971","VA",25561,10944,"H.Clinton","M.Rubio"
"51015","1639","1754","5117","3159","3406","807","VA",1754,5117,"B.Sanders","D.Trump"
"51017","148","86","296","60","147","35","VA",148,296,"H.Clinton","D.Trump"
"51019","1876","1424","5328","4501","3231","796","VA",1876,5328,"H.Clinton","D.Trump"
"51021","125","114","584","170","183","45","VA",125,584,"H.Clinton","D.Trump"
"51023","888","695","2185","1620","1519","322","VA",888,2185,"H.Clinton","D.Trump"
"51520","428","324","988","542","458","86","VA",428,988,"H.Clinton","D.Trump"
"51025","1354","152","561","133","283","54","VA",1354,561,"H.Clinton","D.Trump"
"51027","523","210","1586","266","313","47","VA",523,1586,"H.Clinton","D.Trump"
"51029","806","264","830","292","338","46","VA",806,830,"H.Clinton","D.Trump"
"51530","143","100","196","109","180","39","VA",143,196,"H.Clinton","D.Trump"
"51031","1296","667","3399","2468","1796","333","VA",1296,3399,"H.Clinton","D.Trump"
"51033","1902","641","1446","580","746","148","VA",1902,1446,"H.Clinton","D.Trump"
"51035","600","445","2412","815","731","169","VA",600,2412,"H.Clinton","D.Trump"
"51036","863","141","252","187","145","28","VA",863,252,"H.Clinton","D.Trump"
"51037","635","162","798","217","300","49","VA",635,798,"H.Clinton","D.Trump"
"51540","3888","4474","489","321","1344","526","VA",4474,1344,"B.Sanders","M.Rubio"
"51550","16126","5551","11421","4259","8853","1737","VA",16126,11421,"H.Clinton","D.Trump"
"51041","22674","11510","18051","9954","18762","3792","VA",22674,18762,"H.Clinton","M.Rubio"
"51043","625","581","836","542","745","196","VA",625,836,"H.Clinton","D.Trump"
"51570","407","316","1417","431","756","97","VA",407,1417,"H.Clinton","D.Trump"
"51580","244","85","203","69","101","27","VA",244,203,"H.Clinton","D.Trump"
"51045","113","106","403","243","137","18","VA",113,403,"H.Clinton","D.Trump"
"51047","1421","1154","2620","1614","1706","442","VA",1421,2620,"H.Clinton","D.Trump"
"51049","639","158","660","276","326","27","VA",639,660,"H.Clinton","D.Trump"
"51590","2676","655","1453","601","727","188","VA",2676,1453,"H.Clinton","D.Trump"
"51051","346","223","911","218","233","33","VA",346,911,"H.Clinton","D.Trump"
"51053","1935","375","1457","459","575","102","VA",1935,1457,"H.Clinton","D.Trump"
"51595","404","52","179","39","104","18","VA",404,179,"H.Clinton","D.Trump"
"51057","642","133","446","142","409","63","VA",642,446,"H.Clinton","D.Trump"
"51059","86898","50217","32751","16888","52257","22862","VA",86898,52257,"H.Clinton","M.Rubio"
"51600","1840","1243","760","484","1124","520","VA",1840,1124,"H.Clinton","M.Rubio"
"51610","1587","1000","246","191","707","367","VA",1587,707,"H.Clinton","M.Rubio"
"51061","2860","2345","4888","2635","3723","1225","VA",2860,4888,"H.Clinton","D.Trump"
"51063","396","935","1021","621","482","98","VA",935,1021,"B.Sanders","D.Trump"
"51065","1355","983","1280","780","1031","277","VA",1355,1280,"H.Clinton","D.Trump"
"51067","1674","980","3650","1910","1541","430","VA",1674,3650,"H.Clinton","D.Trump"
"51620","831","104","291","103","262","51","VA",831,291,"H.Clinton","D.Trump"
"51069","2136","2064","4730","2956","3341","779","VA",2136,4730,"H.Clinton","D.Trump"
"51630","1396","1238","708","303","744","343","VA",1396,744,"H.Clinton","M.Rubio"
"51640","129","92","303","77","111","39","VA",129,303,"H.Clinton","D.Trump"
"51071","405","316","1037","371","516","95","VA",405,1037,"H.Clinton","D.Trump"
"51073","1448","993","2907","864","1856","362","VA",1448,2907,"H.Clinton","D.Trump"
"51075","1572","618","1820","984","1903","395","VA",1572,1903,"H.Clinton","M.Rubio"
"51077","265","269","959","338","329","61","VA",269,959,"B.Sanders","D.Trump"
"51079","579","603","1057","704","747","204","VA",603,1057,"B.Sanders","D.Trump"
"51081","832","113","371","91","160","23","VA",832,371,"H.Clinton","D.Trump"
"51083","1754","403","2157","696","640","143","VA",1754,2157,"H.Clinton","D.Trump"
"51650","13529","3764","3876","1252","2928","614","VA",13529,3876,"H.Clinton","D.Trump"
"51085","4915","3253","8586","5396","7658","1545","VA",4915,8586,"H.Clinton","D.Trump"
"51660","1481","2911","989","703","1560","370","VA",2911,1560,"B.Sanders","M.Rubio"
"51087","28121","11954","12910","8907","16499","3979","VA",28121,16499,"H.Clinton","M.Rubio"
"51089","1809","664","2920","1132","1092","193","VA",1809,2920,"H.Clinton","D.Trump"
"51091","86","88","164","87","90","25","VA",88,164,"B.Sanders","D.Trump"
"51670","1177","337","942","298","363","71","VA",1177,942,"H.Clinton","D.Trump"
"51093","2446","853","2497","841","1845","364","VA",2446,2497,"H.Clinton","D.Trump"
"51095","5210","2750","4246","1976","5780","2378","VA",5210,5780,"H.Clinton","M.Rubio"
"51097","477","126","411","137","187","37","VA",477,411,"H.Clinton","D.Trump"
"51099","916","612","1437","764","1033","262","VA",916,1437,"H.Clinton","D.Trump"
"51101","841","315","1131","647","646","88","VA",841,1131,"H.Clinton","D.Trump"
"51103","823","275","874","175","651","225","VA",823,874,"H.Clinton","D.Trump"
"51105","299","161","1089","396","342","68","VA",299,1089,"H.Clinton","D.Trump"
"51678","402","250","109","50","242","109","VA",402,242,"H.Clinton","M.Rubio"
"51107","21171","14719","14420","7696","20845","5885","VA",21171,20845,"H.Clinton","M.Rubio"
"51109","1630","849","2094","1133","1306","256","VA",1630,2094,"H.Clinton","D.Trump"
"51111","738","141","642","179","293","35","VA",738,642,"H.Clinton","D.Trump"
"51680","3104","1920","2334","2974","3122","643","VA",3104,3122,"H.Clinton","M.Rubio"
"51113","538","370","908","462","421","142","VA",538,908,"H.Clinton","D.Trump"
"51683","1812","1280","1378","759","1187","279","VA",1812,1378,"H.Clinton","D.Trump"
"51685","581","427","363","181","265","59","VA",581,363,"H.Clinton","D.Trump"
"51690","834","264","426","167","250","82","VA",834,426,"H.Clinton","D.Trump"
"51115","435","246","762","269","479","121","VA",435,762,"H.Clinton","D.Trump"
"51117","1588","378","1515","431","674","158","VA",1588,1515,"H.Clinton","D.Trump"
"51119","559","295","945","184","510","134","VA",559,945,"H.Clinton","D.Trump"
"51121","3506","5090","3195","1662","3166","884","VA",5090,3195,"B.Sanders","D.Trump"
"51125","991","760","692","388","383","95","VA",991,692,"H.Clinton","D.Trump"
"51127","951","440","1626","811","1069","234","VA",951,1626,"H.Clinton","D.Trump"
"51700","12495","4556","5192","1902","4712","1021","VA",12495,5192,"H.Clinton","D.Trump"
"51710","15747","6925","4555","1477","4269","1111","VA",15747,4555,"H.Clinton","D.Trump"
"51131","868","324","626","162","366","137","VA",868,626,"H.Clinton","D.Trump"
"51133","818","265","1062","244","691","226","VA",818,1062,"H.Clinton","D.Trump"
"51720","86","72","200","44","89","10","VA",86,200,"H.Clinton","D.Trump"
"51135","829","224","783","265","351","38","VA",829,783,"H.Clinton","D.Trump"
"51137","1322","870","2212","962","1289","448","VA",1322,2212,"H.Clinton","D.Trump"
"51139","411","353","1377","426","551","125","VA",411,1377,"H.Clinton","D.Trump"
"51141","361","372","1182","582","413","84","VA",372,1182,"B.Sanders","D.Trump"
"51730","4099","687","287","119","188","42","VA",4099,287,"H.Clinton","D.Trump"
"51143","2369","766","4198","1667","1466","201","VA",2369,4198,"H.Clinton","D.Trump"
"51735","295","335","1261","351","993","218","VA",335,1261,"B.Sanders","D.Trump"
"51740","9464","2540","3127","816","1925","363","VA",9464,3127,"H.Clinton","D.Trump"
"51145","1079","592","2509","1449","1875","331","VA",1079,2509,"H.Clinton","D.Trump"
"51147","1366","420","853","326","617","124","VA",1366,853,"H.Clinton","D.Trump"
"51149","1992","566","1938","777","931","102","VA",1992,1938,"H.Clinton","D.Trump"
"51153","26439","14696","15345","7946","15537","4328","VA",26439,15537,"H.Clinton","M.Rubio"
"51155","837","588","2124","638","877","171","VA",837,2124,"H.Clinton","D.Trump"
"51750","472","655","478","190","508","92","VA",655,508,"B.Sanders","M.Rubio"
"51157","416","411","556","262","308","98","VA",416,556,"H.Clinton","D.Trump"
"51159","333","80","306","103","297","34","VA",333,306,"H.Clinton","D.Trump"
"51760","21822","14085","2680","1508","6210","2102","VA",21822,6210,"H.Clinton","M.Rubio"
"51161","3323","2760","5650","3672","4679","1082","VA",3323,5650,"H.Clinton","D.Trump"
"51770","4783","3299","2583","1495","2172","630","VA",4783,2583,"H.Clinton","D.Trump"
"51163","902","676","1154","526","935","358","VA",902,1154,"H.Clinton","D.Trump"
"51165","1734","1941","4837","2905","3511","845","VA",1941,4837,"B.Sanders","D.Trump"
"51167","556","360","1730","561","529","80","VA",556,1730,"H.Clinton","D.Trump"
"51775","824","774","1246","741","1067","210","VA",824,1246,"H.Clinton","D.Trump"
"51169","305","233","1487","597","534","76","VA",305,1487,"H.Clinton","D.Trump"
"51171","958","928","2400","1229","1547","371","VA",958,2400,"H.Clinton","D.Trump"
"51173","526","361","1744","553","703","118","VA",526,1744,"H.Clinton","D.Trump"
"51175","1199","216","1025","310","584","89","VA",1199,1025,"H.Clinton","D.Trump"
"51177","5399","3480","6858","3584","4955","1471","VA",5399,6858,"H.Clinton","D.Trump"
"51179","6437","4140","7339","3507","6295","1666","VA",6437,7339,"H.Clinton","D.Trump"
"51790","1114","1364","998","606","1025","270","VA",1364,1025,"B.Sanders","M.Rubio"
"51800","7533","1893","3732","1372","2952","641","VA",7533,3732,"H.Clinton","D.Trump"
"51181","812","174","362","164","180","16","VA",812,362,"H.Clinton","D.Trump"
"51183","958","98","440","145","203","35","VA",958,440,"H.Clinton","D.Trump"
"51185","683","476","3421","968","893","214","VA",683,3421,"H.Clinton","D.Trump"
"51810","22352","12969","22139","6720","18068","4962","VA",22352,22139,"H.Clinton","D.Trump"
"51187","941","1007","2044","1333","1183","266","VA",1007,2044,"B.Sanders","D.Trump"
"51191","1181","984","3333","1878","1541","366","VA",1181,3333,"H.Clinton","D.Trump"
"51820","788","769","910","580","817","230","VA",788,910,"H.Clinton","D.Trump"
"51193","879","295","1002","271","443","171","VA",879,1002,"H.Clinton","D.Trump"
"51830","1159","1197","336","148","630","344","VA",1197,630,"B.Sanders","M.Rubio"
"51840","949","900","871","475","843","294","VA",949,871,"H.Clinton","D.Trump"
"51195","519","553","2093","521","640","107","VA",553,2093,"B.Sanders","D.Trump"
"51197","528","423","1873","534","646","148","VA",528,1873,"H.Clinton","D.Trump"
"51199","3292","2040","3981","1706","4239","1177","VA",3292,4239,"H.Clinton","M.Rubio"
"1","1833","4074","6057","11735","3528","2335","KS",4074,11735,"B.Sanders","T.Cruz"
"2","3225","8117","4400","8172","3082","1912","KS",8117,8172,"B.Sanders","T.Cruz"
"3","4689","7671","3593","7337","3849","2699","KS",7671,7337,"B.Sanders","T.Cruz"
"4","2846","6588","3012","7963","1730","849","KS",6588,7963,"B.Sanders","T.Cruz"
"21001",NA,NA,"1512","631","246","190","KY",5990,5505,NA,"D.Trump"
"21003",NA,NA,"640","524","161","138","KY",5990,5505,NA,"D.Trump"
"21005",NA,NA,"560","592","257","204","KY",5990,5505,NA,"T.Cruz"
"21007",NA,NA,"94","164","29","25","KY",5990,5505,NA,"T.Cruz"
"21009",NA,NA,"848","800","326","288","KY",5990,5505,NA,"D.Trump"
"21011",NA,NA,"119","109","23","41","KY",5990,5505,NA,"D.Trump"
"21013",NA,NA,"692","287","151","125","KY",5990,5505,NA,"D.Trump"
"21015",NA,NA,"2027","2353","919","1428","KY",5990,5505,NA,"T.Cruz"
"21017",NA,NA,"253","257","129","147","KY",5990,5505,NA,"T.Cruz"
"21019",NA,NA,"674","652","213","381","KY",5990,5505,NA,"D.Trump"
"21021",NA,NA,"560","480","344","331","KY",5990,5505,NA,"D.Trump"
"21023",NA,NA,"73","117","25","47","KY",5990,5505,NA,"T.Cruz"
"21025",NA,NA,"52","81","16","6","KY",5990,5505,NA,"T.Cruz"
"21027",NA,NA,"489","411","192","143","KY",5990,5505,NA,"D.Trump"
"21029",NA,NA,"1770","1631","594","357","KY",5990,5505,NA,"D.Trump"
"21031",NA,NA,"564","339","208","152","KY",5990,5505,NA,"D.Trump"
"21033",NA,NA,"212","196","70","63","KY",5990,5505,NA,"D.Trump"
"21035",NA,NA,"438","607","284","264","KY",5990,5505,NA,"T.Cruz"
"21037",NA,NA,"1025","1145","548","946","KY",5990,5505,NA,"T.Cruz"
