"fip","H.Clinton","B.Sanders","D.Trump","T.Cruz","M.Rubio","J.Kasich","state","winnerdem_votes","winnerrep_votes","winnerdem","winnerrep"
"28043","1634","245","1727","960","129","214","MS",5990,5505,"H.Clinton","D.Trump"
"28045","893","531","4147","2004","354","598","MS",5990,5505,"H.Clinton","D.Trump"
"28047","6886","2313","12555","7832","1382","2479","MS",5990,5505,"H.Clinton","D.Trump"
"28049","31386","5723","6976","5775","1298","3177","MS",5990,5505,"H.Clinton","D.Trump"
"28051","3301","231","413","200","27","67","MS",5990,5505,"H.Clinton","D.Trump"
"28053","2894","134","433","126","48","62","MS",5990,5505,"H.Clinton","D.Trump"
"28055","175","20","117","26","8","14","MS",5990,5505,"H.Clinton","D.Trump"
"28057","377","151","1905","1775","180","226","MS",5990,5505,"H.Clinton","D.Trump"
"28059","4811","1448","9934","7080","1101","1720","MS",5990,5505,"H.Clinton","D.Trump"
"28061","1976","203","1286","821","40","93","MS",5990,5505,"H.Clinton","D.Trump"
"28063","1550","175","116","85","16","19","MS",5990,5505,"H.Clinton","D.Trump"
"28065","1806","190","763","418","54","70","MS",5990,5505,"H.Clinton","D.Trump"
"28067","2681","510","6388","4648","304","454","MS",5990,5505,"H.Clinton","D.Trump"
"28069","1008","106","484","328","42","53","MS",5990,5505,"H.Clinton","D.Trump"
"28071","2451","1336","2521","2306","677","1261","MS",5990,5505,"H.Clinton","D.Trump"
"28073","1464","544","5197","4355","534","1039","MS",5990,5505,"H.Clinton","D.Trump"
"28075","3306","619","4740","3857","569","955","MS",5990,5505,"H.Clinton","D.Trump"
"28077","1112","179","1201","717","91","98","MS",5990,5505,"H.Clinton","D.Trump"
"28079","1614","260","1413","1010","90","159","MS",5990,5505,"H.Clinton","D.Trump"
"28081","3020","884","5369","5921","727","1244","MS",5990,5505,"H.Clinton","T.Cruz"
"28083","2094","219","766","402","69","322","MS",5990,5505,"H.Clinton","D.Trump"
"28085","1817","309","2950","2246","358","492","MS",5990,5505,"H.Clinton","D.Trump"
"28087","4030","846","3342","3155","453","748","MS",5990,5505,"H.Clinton","D.Trump"
"28089","7414","1434","7540","5408","1250","3426","MS",5990,5505,"H.Clinton","D.Trump"
"28091","1539","202","2454","1786","159","201","MS",5990,5505,"H.Clinton","D.Trump"
"28093","3361","386","1712","1679","161","131","MS",5990,5505,"H.Clinton","D.Trump"
"28095","1913","311","2602","1772","303","347","MS",5990,5505,"H.Clinton","D.Trump"
"28097","953","109","698","520","56","103","MS",5990,5505,"H.Clinton","D.Trump"
"28099","929","248","2249","1500","203","381","MS",5990,5505,"H.Clinton","D.Trump"
"28101","1000","182","1794","1519","188","255","MS",5990,5505,"H.Clinton","D.Trump"
"28103","1397","134","229","282","29","46","MS",5990,5505,"H.Clinton","T.Cruz"
"28105","2389","739","1548","1937","420","858","MS",5990,5505,"H.Clinton","T.Cruz"
"28107","3061","479","2272","1406","206","193","MS",5990,5505,"H.Clinton","D.Trump"
"28109","974","352","4562","3483","343","476","MS",5990,5505,"H.Clinton","D.Trump"
"28111","401","77","676","549","23","55","MS",5990,5505,"H.Clinton","D.Trump"
"28113","2870","425","2187","1439","161","468","MS",5990,5505,"H.Clinton","D.Trump"
"28115","733","271","2320","2498","213","314","MS",5990,5505,"H.Clinton","T.Cruz"
"28117","681","251","1597","1369","164","191","MS",5990,5505,"H.Clinton","D.Trump"
"28119","986","142","210","128","23","29","MS",5990,5505,"H.Clinton","D.Trump"
"28121","4689","1356","13729","10280","1633","3038","MS",5990,5505,"H.Clinton","D.Trump"
"28123","2013","309","1823","1214","152","208","MS",5990,5505,"H.Clinton","D.Trump"
"28125","645","57","232","110","28","32","MS",5990,5505,"H.Clinton","D.Trump"
"28127","1855","294","2420","1561","210","310","MS",5990,5505,"H.Clinton","D.Trump"
"28129","712","147","1820","1182","86","115","MS",5990,5505,"H.Clinton","D.Trump"
"28131","544","144","1401","1428","108","172","MS",5990,5505,"H.Clinton","T.Cruz"
"28133","2332","299","897","306","71","163","MS",5990,5505,"H.Clinton","D.Trump"
"28135","1341","166","769","313","40","65","MS",5990,5505,"H.Clinton","D.Trump"
"28137","1435","242","1795","2034","184","178","MS",5990,5505,"H.Clinton","T.Cruz"
"28139","575","172","1951","1551","173","223","MS",5990,5505,"H.Clinton","D.Trump"
"28141","361","197","1854","1228","153","222","MS",5990,5505,"H.Clinton","D.Trump"
"28143","904","220","150","82","12","19","MS",5990,5505,"H.Clinton","D.Trump"
"28145","593","223","2169","2113","242","318","MS",5990,5505,"H.Clinton","D.Trump"
"28147","1111","132","1143","598","73","134","MS",5990,5505,"H.Clinton","D.Trump"
"28149","3463","612","2987","1824","364","656","MS",5990,5505,"H.Clinton","D.Trump"
"28151","2982","409","1349","615","112","321","MS",5990,5505,"H.Clinton","D.Trump"
"28153","1441","251","1735","1306","98","122","MS",5990,5505,"H.Clinton","D.Trump"
"28155","397","79","1191","884","99","128","MS",5990,5505,"H.Clinton","D.Trump"
"28157","1269","69","364","225","22","30","MS",5990,5505,"H.Clinton","D.Trump"
"28159","1442","202","1156","941","121","231","MS",5990,5505,"H.Clinton","D.Trump"
"28161","1214","215","1029","612","70","116","MS",5990,5505,"H.Clinton","D.Trump"
"28163","2203","203","1510","842","152","206","MS",5990,5505,"H.Clinton","D.Trump"
"0",NA,NA,"391","351","1059","1009","DC",5990,5505,NA,"M.Rubio"
"12001","17733","17590","9241","5213","6979","1902","FL",5990,5505,"H.Clinton","D.Trump"
"12003","654","805","2163","971","769","70","FL",5990,5505,"B.Sanders","D.Trump"
"12005","5209","4131","14426","7153","5832","1412","FL",5990,5505,"H.Clinton","D.Trump"
"12007","1056","908","1802","964","700","94","FL",5990,5505,"H.Clinton","D.Trump"
"12009","31835","20083","45483","19334","24330","6250","FL",5990,5505,"H.Clinton","D.Trump"
"12011","132527","48330","52759","13773","30370","7674","FL",5990,5505,"H.Clinton","D.Trump"
"12013","437","545","524","356","206","27","FL",5990,5505,"B.Sanders","D.Trump"
"12015","8125","4634","16525","4214","6106","2314","FL",5990,5505,"H.Clinton","D.Trump"
"12017","6863","4776","15232","4862","4993","1707","FL",5990,5505,"H.Clinton","D.Trump"
"12019","5345","3698","19374","7832","8471","1643","FL",5990,5505,"H.Clinton","D.Trump"
"12021","12712","6127","30071","10555","15594","7061","FL",5990,5505,"H.Clinton","D.Trump"
"12023","2299","1676","4019","2438","1436","264","FL",5990,5505,"H.Clinton","D.Trump"
"12027","987","726","1445","452","424","103","FL",5990,5505,"H.Clinton","D.Trump"
"12029","409","459","1103","349","206","31","FL",5990,5505,"B.Sanders","D.Trump"
"12031","58632","26716","52588","19957","29844","5638","FL",5990,5505,"H.Clinton","D.Trump"
"12033","16765","9318","20856","11365","12708","3092","FL",5990,5505,"H.Clinton","D.Trump"
"12035","6152","2977","9684","2385","3361","1029","FL",5990,5505,"H.Clinton","D.Trump"
"12037","665","647","629","246","249","73","FL",5990,5505,"H.Clinton","D.Trump"
"12039","7446","1944","995","742","462","110","FL",5990,5505,"H.Clinton","D.Trump"
"12041","428","578","1860","777","384","79","FL",5990,5505,"B.Sanders","D.Trump"
"12043","387","313","632","226","162","38","FL",5990,5505,"H.Clinton","D.Trump"
"12045","568","520","1038","517","392","89","FL",5990,5505,"H.Clinton","D.Trump"
"12047","758","479","581","252","126","29","FL",5990,5505,"H.Clinton","D.Trump"
"12049","529","393","1113","519","434","55","FL",5990,5505,"H.Clinton","D.Trump"
"12051","1156","647","1290","552","645","69","FL",5990,5505,"H.Clinton","D.Trump"
"12053","8882","5512","15479","4738","4743","1433","FL",5990,5505,"H.Clinton","D.Trump"
"12055","3711","2054","7480","3055","3147","780","FL",5990,5505,"H.Clinton","D.Trump"
"12057","68936","38505","53062","25968","37084","9147","FL",5990,5505,"H.Clinton","D.Trump"
"12059","339","619","1239","812","454","64","FL",5990,5505,"B.Sanders","D.Trump"
"12061","6897","3926","13678","4191","6574","2938","FL",5990,5505,"H.Clinton","D.Trump"
"12063","2798","1840","2486","1355","908","145","FL",5990,5505,"H.Clinton","D.Trump"
"12065","1671","762","676","537","247","68","FL",5990,5505,"H.Clinton","D.Trump"
"12067","295","501","556","297","175","17","FL",5990,5505,"B.Sanders","D.Trump"
"12069","15914","8465","26393","10607","12187","2916","FL",5990,5505,"H.Clinton","D.Trump"
"12071","27940","15624","51659","19155","23939","8619","FL",5990,5505,"H.Clinton","D.Trump"
"12073","27333","19866","9083","8642","8816","2763","FL",5990,5505,"H.Clinton","D.Trump"
"12075","1570","1354","3745","1275","994","256","FL",5990,5505,"H.Clinton","D.Trump"
"12077","316","392","160","114","68","7","FL",5990,5505,"B.Sanders","D.Trump"
"12079","1542","741","795","472","266","54","FL",5990,5505,"H.Clinton","D.Trump"
"12081","18116","10165","26320","9409","13462","4582","FL",5990,5505,"H.Clinton","D.Trump"
"12083","18220","9892","31370","9871","11176","3283","FL",5990,5505,"H.Clinton","D.Trump"
"12085","6523","4101","16065","3906","6755","3584","FL",5990,5505,"H.Clinton","D.Trump"
"12086","129467","42009","40156","16170","111898","5194","FL",5990,5505,"H.Clinton","M.Rubio"
"12087","4830","3739","6030","1058","2736","978","FL",5990,5505,"H.Clinton","D.Trump"
"12089","2910","2060","9192","3400","3920","1050","FL",5990,5505,"H.Clinton","D.Trump"
"12091","4559","3782","17770","8201","8836","3187","FL",5990,5505,"H.Clinton","D.Trump"
"12093","1150","784","2202","574","731","149","FL",5990,5505,"H.Clinton","D.Trump"
"12095","66654","36639","41097","19378","31850","7394","FL",5990,5505,"H.Clinton","D.Trump"
"12097","16512","7273","10345","4191","5734","923","FL",5990,5505,"H.Clinton","D.Trump"
"12099","103369","39314","66065","15311","30836","11937","FL",5990,5505,"H.Clinton","D.Trump"
"12101","21760","14493","33536","12409","13836","3830","FL",5990,5505,"H.Clinton","D.Trump"
"12103","63699","39742","61133","21984","29966","10973","FL",5990,5505,"H.Clinton","D.Trump"
"12105","29328","15473","33187","15548","18790","3835","FL",5990,5505,"H.Clinton","D.Trump"
"12107","3182","2747","5119","1672","1553","290","FL",5990,5505,"H.Clinton","D.Trump"
"12113","3938","3602","16044","7483","7913","1956","FL",5990,5505,"H.Clinton","D.Trump"
"12115","25881","15776","34593","10097","17870","8100","FL",5990,5505,"H.Clinton","D.Trump"
"12117","22069","15100","25763","11942","17843","4343","FL",5990,5505,"H.Clinton","D.Trump"
"12109","9734","6953","24205","7828","13702","3861","FL",5990,5505,"H.Clinton","D.Trump"
"12111","17554","8091","18350","3970","6200","2094","FL",5990,5505,"H.Clinton","D.Trump"
"12119","7022","3022","17769","4417","7716","2375","FL",5990,5505,"H.Clinton","D.Trump"
"12121","1475","1550","2844","1645","858","198","FL",5990,5505,"B.Sanders","D.Trump"
"12123","983","907","1203","551","358","61","FL",5990,5505,"H.Clinton","D.Trump"
"12125","336","472","719","370","232","29","FL",5990,5505,"B.Sanders","D.Trump"
"12127","26276","16170","34167","9915","13493","3967","FL",5990,5505,"H.Clinton","D.Trump"
"12129","1659","1424","1664","1319","586","190","FL",5990,5505,"H.Clinton","D.Trump"
"12131","1515","1361","6650","2548","2403","877","FL",5990,5505,"H.Clinton","D.Trump"
"12133","858","781","1739","1251","615","112","FL",5990,5505,"H.Clinton","D.Trump"
"17001","1731","1609","5233","4885","953","1427","IL",5990,5505,"H.Clinton","D.Trump"
"17003","770","434","282","211","15","17","IL",5990,5505,"H.Clinton","D.Trump"
"17005","718","858","1102","1032","198","271","IL",5990,5505,"B.Sanders","D.Trump"
"17007","1957","2773","3816","3248","721","1597","IL",5990,5505,"B.Sanders","D.Trump"
"17009","160","156","502","303","47","107","IL",5990,5505,"H.Clinton","D.Trump"
"17011","1518","1852","2185","1696","461","964","IL",5990,5505,"B.Sanders","D.Trump"
"17013","446","503","329","247","40","50","IL",5990,5505,"B.Sanders","D.Trump"
"17015","625","640","1268","1022","297","705","IL",5990,5505,"B.Sanders","D.Trump"
"17017","504","539","680","559","112","183","IL",5990,5505,"B.Sanders","D.Trump"
"17019","10542","20581","7645","9617","2880","5126","IL",5990,5505,"B.Sanders","T.Cruz"
"17021","1395","1526","2392","1963","295","606","IL",5990,5505,"B.Sanders","D.Trump"
"17023","560","664","1484","1210","267","438","IL",5990,5505,"B.Sanders","D.Trump"
"17025","378","439","1294","985","126","195","IL",5990,5505,"B.Sanders","D.Trump"
"17027","906","1266","2522","2142","375","593","IL",5990,5505,"B.Sanders","D.Trump"
"17029","1708","2522","3156","3029","730","1231","IL",5990,5505,"B.Sanders","D.Trump"
"17031","617612","525000","124483","68506","31519","75285","IL",5990,5505,"H.Clinton","D.Trump"
"17033","609","583","1508","1238","260","470","IL",5990,5505,"H.Clinton","D.Trump"
"17035","364","517","1081","1081","158","228","IL",5990,5505,"B.Sanders","D.Trump"
"17037","4135","8315","5139","4279","1342","2664","IL",5990,5505,"B.Sanders","D.Trump"
"17039","561","659","1577","1489","255","402","IL",5990,5505,"B.Sanders","D.Trump"
"17041","483","643","1391","1764","290","496","IL",5990,5505,"B.Sanders","T.Cruz"
"17043","59103","65159","49113","35229","14253","41024","IL",5990,5505,"B.Sanders","D.Trump"
"17045","446","468","1562","1188","283","487","IL",5990,5505,"B.Sanders","D.Trump"
"17047","143","148","867","630","137","189","IL",5990,5505,"B.Sanders","D.Trump"
"17049","867","1247","2897","3448","473","925","IL",5990,5505,"B.Sanders","T.Cruz"
"17051","616","641","1933","1462","215","287","IL",5990,5505,"B.Sanders","D.Trump"
"17053","288","438","1244","1281","280","448","IL",5990,5505,"B.Sanders","T.Cruz"
"17055","2172","2780","3130","1928","304","387","IL",5990,5505,"B.Sanders","D.Trump"
"17057","2150","2537","1862","1688","248","650","IL",5990,5505,"B.Sanders","D.Trump"
"17059","531","663","310","181","27","35","IL",5990,5505,"B.Sanders","D.Trump"
"17061","503","530","1014","808","131","145","IL",5990,5505,"B.Sanders","D.Trump"
"17063","2051","3095","3625","2108","615","1144","IL",5990,5505,"B.Sanders","D.Trump"
"17065","418","485","766","604","98","135","IL",5990,5505,"B.Sanders","D.Trump"
"17067","607","431","1494","1227","180","475","IL",5990,5505,"H.Clinton","D.Trump"
"17069","162","222","496","319","44","54","IL",5990,5505,"B.Sanders","D.Trump"
"17071","338","296","516","402","76","182","IL",5990,5505,"H.Clinton","D.Trump"
"17073","2156","2056","3021","2785","751","1741","IL",5990,5505,"H.Clinton","D.Trump"
"17075","542","875","2836","2219","502","831","IL",5990,5505,"B.Sanders","D.Trump"
"17077","2826","4656","2215","2058","575","795","IL",5990,5505,"B.Sanders","D.Trump"
"17079","328","434","822","928","105","255","IL",5990,5505,"B.Sanders","T.Cruz"
"17081","1677","1775","3281","2575","438","647","IL",5990,5505,"B.Sanders","D.Trump"
"17083","853","1069","1902","1449","221","320","IL",5990,5505,"B.Sanders","D.Trump"
"17085","1315","1225","1666","1153","391","846","IL",5990,5505,"H.Clinton","D.Trump"
"17087","361","420","1383","1224","169","252","IL",5990,5505,"B.Sanders","D.Trump"
"17089","24063","31085","21605","16838","5946","14400","IL",5990,5505,"B.Sanders","D.Trump"
"17091","4898","5751","6403","4645","1175","2287","IL",5990,5505,"B.Sanders","D.Trump"
"17093","5283","7482","6721","4966","1565","3172","IL",5990,5505,"B.Sanders","D.Trump"
"17095","2836","3168","2429","2300","528","1214","IL",5990,5505,"B.Sanders","D.Trump"
"17097","49750","44355","30697","20698","8961","23053","IL",5990,5505,"H.Clinton","D.Trump"
"17099","5271","6739","6950","4404","1033","2362","IL",5990,5505,"B.Sanders","D.Trump"
"17101","417","429","1326","752","144","303","IL",5990,5505,"B.Sanders","D.Trump"
"17103","1292","1958","2153","2111","416","1259","IL",5990,5505,"B.Sanders","D.Trump"
"17105","757","971","2846","3235","657","1193","IL",5990,5505,"B.Sanders","T.Cruz"
"17107","737","972","2185","2361","438","893","IL",5990,5505,"B.Sanders","T.Cruz"
"17115","5945","4990","6655","6574","963","1975","IL",5990,5505,"H.Clinton","D.Trump"
"17117","2770","3552","3527","2509","405","727","IL",5990,5505,"B.Sanders","D.Trump"
"17119","15332","18723","15588","13259","2559","3866","IL",5990,5505,"B.Sanders","D.Trump"
"17121","1609","1681","2760","2184","376","511","IL",5990,5505,"B.Sanders","D.Trump"
"17123","568","586","1032","1095","173","407","IL",5990,5505,"B.Sanders","T.Cruz"
"17125","680","676","896","786","154","271","IL",5990,5505,"H.Clinton","D.Trump"
"17127","539","492","1341","1204","173","225","IL",5990,5505,"H.Clinton","D.Trump"
"17109","1052","1469","1599","1449","343","807","IL",5990,5505,"B.Sanders","D.Trump"
"17111","13156","20513","21861","13997","5246","11503","IL",5990,5505,"B.Sanders","D.Trump"
"17113","7695","12936","8653","13085","3064","5823","IL",5990,5505,"B.Sanders","T.Cruz"
"17129","398","491","986","1064","184","495","IL",5990,5505,"B.Sanders","T.Cruz"
"17131","946","859","920","1073","196","412","IL",5990,5505,"H.Clinton","T.Cruz"
"17133","1436","1775","3272","2640","639","866","IL",5990,5505,"B.Sanders","D.Trump"
"17135","1241","1266","2269","1822","379","555","IL",5990,5505,"B.Sanders","D.Trump"
"17137","917","1278","2378","2030","526","1043","IL",5990,5505,"B.Sanders","D.Trump"
"17139","462","566","900","1321","141","264","IL",5990,5505,"B.Sanders","T.Cruz"
"17141","1793","2642","4029","4307","721","1746","IL",5990,5505,"B.Sanders","T.Cruz"
"17143","11341","10345","7583","10278","1919","5050","IL",5990,5505,"H.Clinton","T.Cruz"
"17145","853","930","1461","1140","200","274","IL",5990,5505,"B.Sanders","D.Trump"
"17147","787","1016","1496","1855","422","703","IL",5990,5505,"B.Sanders","T.Cruz"
"17149","495","451","1603","1139","181","287","IL",5990,5505,"H.Clinton","D.Trump"
"17151","109","176","507","365","42","80","IL",5990,5505,"B.Sanders","D.Trump"
"17153","285","158","436","308","25","36","IL",5990,5505,"H.Clinton","D.Trump"
"17155","450","504","415","244","42","122","IL",5990,5505,"B.Sanders","D.Trump"
"17157","1306","1549","1917","1545","238","314","IL",5990,5505,"B.Sanders","D.Trump"
"17159","448","543","1469","865","166","411","IL",5990,5505,"B.Sanders","D.Trump"
"17161","10216","9327","5173","5108","1334","2341","IL",5990,5505,"H.Clinton","D.Trump"
"17165","1042","1150","2102","1447","225","345","IL",5990,5505,"B.Sanders","D.Trump"
"17167","9255","10365","11930","12261","2556","7316","IL",5990,5505,"B.Sanders","T.Cruz"
"17169","368","293","697","486","113","212","IL",5990,5505,"H.Clinton","D.Trump"
"17171","150","161","510","378","79","120","IL",5990,5505,"B.Sanders","D.Trump"
"17173","782","940","1936","2069","246","467","IL",5990,5505,"B.Sanders","T.Cruz"
"17163","20987","15565","11650","10534","2093","3584","IL",5990,5505,"H.Clinton","D.Trump"
"17175","197","215","397","448","73","214","IL",5990,5505,"B.Sanders","T.Cruz"
"17177","1953","1899","2853","3038","689","1556","IL",5990,5505,"H.Clinton","T.Cruz"
"17179","5867","7154","8442","12085","1819","4111","IL",5990,5505,"B.Sanders","T.Cruz"
"17181","921","1152","1332","1207","165","292","IL",5990,5505,"B.Sanders","D.Trump"
"17183","3017","2781","5021","3732","793","1290","IL",5990,5505,"H.Clinton","D.Trump"
"17185","356","343","977","772","194","285","IL",5990,5505,"H.Clinton","D.Trump"
"17187","726","741","1018","985","231","692","IL",5990,5505,"B.Sanders","D.Trump"
"17189","409","595","1370","1218","215","362","IL",5990,5505,"B.Sanders","D.Trump"
"17191","277","360","2075","1291","193","421","IL",5990,5505,"B.Sanders","D.Trump"
"17193","565","530","1424","799","172","286","IL",5990,5505,"H.Clinton","D.Trump"
"17195","2895","3102","2466","2412","467","1352","IL",5990,5505,"B.Sanders","D.Trump"
"17197","41651","46305","38507","21363","6783","14831","IL",5990,5505,"B.Sanders","D.Trump"
"17199","2978","3902","4929","4009","679","1038","IL",5990,5505,"B.Sanders","D.Trump"
"17201","15065","16715","13421","15457","2475","5893","IL",5990,5505,"B.Sanders","T.Cruz"
"17203","1277","1616","2794","5091","777","1648","IL",5990,5505,"B.Sanders","T.Cruz"
"29001","799","1153","1404","1164","299","513","MO",5990,5505,"B.Sanders","D.Trump"
"29003","498","728","1457","1290","221","404","MO",5990,5505,"B.Sanders","D.Trump"
"29005","141","173","487","325","135","123","MO",5990,5505,"B.Sanders","D.Trump"
"29007","749","728","1611","1642","229","423","MO",5990,5505,"H.Clinton","T.Cruz"
"29009","874","796","3030","3189","255","400","MO",5990,5505,"H.Clinton","T.Cruz"
"29011","205","214","986","1560","103","170","MO",5990,5505,"B.Sanders","T.Cruz"
"29013","518","632","1306","1080","143","199","MO",5990,5505,"B.Sanders","D.Trump"
"29015","669","567","2278","1314","138","287","MO",5990,5505,"H.Clinton","D.Trump"
"29017","242","203","1272","1111","98","141","MO",5990,5505,"H.Clinton","D.Trump"
"29019","9628","15076","7898","11219","2106","3728","MO",5990,5505,"B.Sanders","T.Cruz"
"29021","3443","4148","4691","3878","847","1478","MO",5990,5505,"B.Sanders","D.Trump"
"29023","889","766","3652","2676","324","427","MO",5990,5505,"H.Clinton","D.Trump"
"29025","244","314","780","701","96","149","MO",5990,5505,"B.Sanders","D.Trump"
"29027","1378","1678","3141","3261","366","584","MO",5990,5505,"B.Sanders","T.Cruz"
"29029","1388","1419","5467","2985","473","846","MO",5990,5505,"B.Sanders","D.Trump"
"29031","2076","2335","6137","7332","694","1245","MO",5990,5505,"B.Sanders","T.Cruz"
"29033","233","255","1004","656","90","150","MO",5990,5505,"B.Sanders","D.Trump"
"29035","138","142","623","404","50","59","MO",5990,5505,"B.Sanders","D.Trump"
"29037","3765","4185","6886","7671","1064","1648","MO",5990,5505,"B.Sanders","T.Cruz"
"29039","332","361","1355","1404","102","182","MO",5990,5505,"B.Sanders","T.Cruz"
"29041","321","274","597","569","74","132","MO",5990,5505,"H.Clinton","D.Trump"
"29043","2146","3073","6907","10586","833","1181","MO",5990,5505,"B.Sanders","T.Cruz"
"29045","202","178","545","456","51","77","MO",5990,5505,"H.Clinton","D.Trump"
"29047","10630","12542","12291","13559","2368","3884","MO",5990,5505,"B.Sanders","T.Cruz"
"29049","765","852","1635","1394","211","277","MO",5990,5505,"B.Sanders","D.Trump"
"29051","2798","3303","5553","6159","1065","1587","MO",5990,5505,"B.Sanders","T.Cruz"
"29053","516","501","1248","1369","137","256","MO",5990,5505,"H.Clinton","T.Cruz"
"29055","522","712","2189","1522","152","155","MO",5990,5505,"B.Sanders","D.Trump"
"29057","201","213","787","997","69","112","MO",5990,5505,"B.Sanders","T.Cruz"
"29059","397","515","1672","1618","126","179","MO",5990,5505,"B.Sanders","D.Trump"
"29061","239","221","634","410","74","105","MO",5990,5505,"H.Clinton","D.Trump"
"29063","221","328","800","718","105","127","MO",5990,5505,"B.Sanders","D.Trump"
"29065","327","449","1688","1198","139","168","MO",5990,5505,"B.Sanders","D.Trump"
"29067","268","384","1657","1155","93","133","MO",5990,5505,"B.Sanders","D.Trump"
"29069","724","448","1781","1037","113","179","MO",5990,5505,"H.Clinton","D.Trump"
"29071","3701","4784","9080","8117","1148","1561","MO",5990,5505,"B.Sanders","D.Trump"
"29073","401","507","1429","1276","141","203","MO",5990,5505,"B.Sanders","D.Trump"
"29075","171","176","435","405","69","116","MO",5990,5505,"B.Sanders","D.Trump"
"29077","10910","17403","16649","26784","2684","4618","MO",5990,5505,"B.Sanders","T.Cruz"
"29079","219","262","978","673","79","163","MO",5990,5505,"B.Sanders","D.Trump"
"29081","158","163","755","591","85","141","MO",5990,5505,"B.Sanders","D.Trump"
"29083","780","696","1636","1395","191","354","MO",5990,5505,"H.Clinton","D.Trump"
"29085","73","60","297","178","30","19","MO",5990,5505,"H.Clinton","D.Trump"
"29087","128","110","504","381","69","81","MO",5990,5505,"H.Clinton","D.Trump"
"29089","413","408","693","798","78","135","MO",5990,5505,"H.Clinton","T.Cruz"
"29091","833","1209","4230","3146","351","491","MO",5990,5505,"B.Sanders","D.Trump"
"29093","349","426","800","638","74","78","MO",5990,5505,"B.Sanders","D.Trump"
"29095","48860","42823","26714","28661","5016","9426","MO",5990,5505,"H.Clinton","T.Cruz"
"29097","2289","3826","6725","11113","1047","1360","MO",5990,5505,"B.Sanders","T.Cruz"
"29099","9637","11830","17781","13883","2005","233","MO",5990,5505,"B.Sanders","D.Trump"
"29101","1473","1944","3035","2987","483","713","MO",5990,5505,"B.Sanders","D.Trump"
"29103","134","94","343","260","32","64","MO",5990,5505,"H.Clinton","D.Trump"
"29105","737","927","3493","3229","310","453","MO",5990,5505,"B.Sanders","D.Trump"
"29107","1173","1324","2518","2349","372","561","MO",5990,5505,"B.Sanders","D.Trump"
"29109","872","1028","3135","4235","264","429","MO",5990,5505,"B.Sanders","T.Cruz"
"29111","239","239","801","601","60","104","MO",5990,5505,"H.Clinton","D.Trump"
"29113","1561","1976","4144","3730","350","413","MO",5990,5505,"B.Sanders","D.Trump"
"29115","436","409","955","856","107","149","MO",5990,5505,"H.Clinton","D.Trump"
"29117","397","398","1191","886","149","261","MO",5990,5505,"B.Sanders","D.Trump"
"29121","421","505","1489","1246","124","273","MO",5990,5505,"B.Sanders","D.Trump"
"29123","346","334","916","808","76","119","MO",5990,5505,"H.Clinton","D.Trump"
"29125","305","291","958","748","61","88","MO",5990,5505,"H.Clinton","D.Trump"
"29127","925","707","2064","2263","242","370","MO",5990,5505,"H.Clinton","T.Cruz"
"29119","364","385","1580","1571","151","171","MO",5990,5505,"B.Sanders","D.Trump"
"29129","69","63","455","208","22","48","MO",5990,5505,"H.Clinton","D.Trump"
"29131","432","480","2482","1918","213","325","MO",5990,5505,"B.Sanders","D.Trump"
"29133","486","209","970","654","62","106","MO",5990,5505,"H.Clinton","D.Trump"
"29135","340","409","1144","1374","141","218","MO",5990,5505,"B.Sanders","T.Cruz"
"29137","252","226","698","694","59","129","MO",5990,5505,"H.Clinton","D.Trump"
"29139","330","324","1192","898","93","166","MO",5990,5505,"H.Clinton","D.Trump"
"29141","554","506","1976","1345","165","240","MO",5990,5505,"H.Clinton","D.Trump"
"29143","691","360","1376","868","90","119","MO",5990,5505,"H.Clinton","D.Trump"
"29145","1240","1553","4303","6452","500","789","MO",5990,5505,"B.Sanders","T.Cruz"
"29147","616","831","1268","1265","281","461","MO",5990,5505,"B.Sanders","D.Trump"
"29149","319","271","941","687","59","84","MO",5990,5505,"H.Clinton","D.Trump"
"29151","314","326","1316","1207","129","207","MO",5990,5505,"B.Sanders","D.Trump"
"29153","217","293","1099","841","66","117","MO",5990,5505,"B.Sanders","D.Trump"
"29155","602","250","1155","630","74","98","MO",5990,5505,"H.Clinton","D.Trump"
"29157","436","437","1561","1530","196","291","MO",5990,5505,"B.Sanders","D.Trump"
"29159","1265","1509","3343","2697","454","634","MO",5990,5505,"B.Sanders","D.Trump"
"29161","1137","1744","3425","2978","419","553","MO",5990,5505,"B.Sanders","D.Trump"
"29163","661","475","1241","1096","99","179","MO",5990,5505,"H.Clinton","D.Trump"
"29165","4645","5142","5492","5798","1056","2134","MO",5990,5505,"B.Sanders","T.Cruz"
"29167","744","851","2240","3430","264","420","MO",5990,5505,"B.Sanders","T.Cruz"
"29169","860","1020","2802","1872","269","392","MO",5990,5505,"B.Sanders","D.Trump"
"29171","102","108","565","303","49","98","MO",5990,5505,"B.Sanders","D.Trump"
"29173","415","311","961","831","90","124","MO",5990,5505,"H.Clinton","D.Trump"
"29175","647","750","1887","1659","195","299","MO",5990,5505,"B.Sanders","D.Trump"
"29177","942","968","1565","1459","166","250","MO",5990,5505,"B.Sanders","D.Trump"
"29179","230","228","647","357","37","44","MO",5990,5505,"H.Clinton","D.Trump"
"29181","259","250","1096","881","110","138","MO",5990,5505,"H.Clinton","D.Trump"
"29195","910","805","1417","1229","154","261","MO",5990,5505,"H.Clinton","D.Trump"
